200110|O1|1|1|1500.0|0|20|0|1520.0|140.25|0|140.25|1379.75
200110|O2|2|2|100.0|0|20|0|120.0|9.35|0|9.35|110.65
201211|O1|1|1|1500.0|0|20|0|1520.0|140.25|0|140.25|1379.75
201211|O2|2|2|100.0|0|20|0|120.0|9.35|0|9.35|110.65
202109|O1|1|1|1500.0|0|20|0|1520.0|140.25|0|140.25|1379.75
202109|O2|2|2|100.0|0|20|0|120.0|9.35|100.0|109.35|10.65
102312|O1|1|1|1500.0|0|20|0|1520.0|140.25|0|140.25|1379.75
102312|O2|2|2|100.0|0|20|0|120.0|9.35|0|9.35|110.65
202110|O1|1|1|1500.0|0|20|0|1520.0|140.25|0|140.25|1379.75
202110|O2|2|2|100.0|0|20|0|120.0|9.35|0|9.35|110.65
202110|O1|1|1|1500.0|0|20|0|1520.0|140.25|0|140.25|1379.75
202110|O2|2|2|100.0|0|20|0|120.0|9.35|0|9.35|110.65
202110|O1|1|1|1500.0|0|20|0|1520.0|140.25|0|140.25|1379.75
202110|O2|2|2|100.0|0|20|0|120.0|9.35|0|9.35|110.65
201812|O1|1|1|1500.0|0|20|0|1520.0|140.25|0|140.25|1379.75
201812|O2|2|2|100.0|0|20|0|120.0|9.35|0|9.35|110.65
